url_id,matches_official_slug_url,If_official_contract_address,No_of_ether_addresses,Twitter_link,if_twitter_active,Twitter_match,Followers,Age,Opensea_match,eth_tracker,label
1659926184,0,0,8909,2,0,0,0,0,0,0,1
1659926324,0,0,1,1,1,1,25299,463,0,0,1
1659926362,0,0,2,1,0,0,0,0,0,0,1
1659926375,0,0,8909,1,0,0,0,0,0,0,1
1659926404,0,0,4,1,0,0,0,0,0,0,1
1659926456,0,0,8909,4,1,1,67024,1838,0,0,1
1659926473,0,0,7,4,0,0,0,0,0,0,1
1659926532,0,0,4,4,0,0,0,0,0,0,1
1659926792,0,0,8917,4,0,0,0,0,0,0,1
1659926996,0,0,6,4,0,0,0,0,0,0,1
1659927163,0,0,1,4,0,0,0,0,0,0,1
1659927172,0,0,8909,4,0,0,0,0,0,0,1
1659927302,0,0,8,4,0,0,0,0,0,0,1
1659927347,0,0,8,4,1,1,67024,1838,0,0,1
1659927373,0,0,8910,4,0,0,0,0,0,0,1
1659927415,0,0,8909,4,0,0,0,0,0,0,1
1659927495,0,0,8909,6,1,1,205027,550,0,0,1
1659927500,0,0,5,4,1,1,67024,1838,0,0,1
1659927556,0,0,55,4,1,1,67024,1838,0,0,1
1659927625,0,0,8910,1,0,0,0,0,0,0,1
1659927723,0,0,1,1,0,0,0,0,0,0,1
1659927735,0,0,1,1,0,0,0,0,0,0,1
1659927813,0,0,1,1,0,0,0,0,0,0,1
1659927977,0,0,8,2,1,0,857,4803,0,0,1
1659928056,0,0,10,2,0,0,0,0,0,0,1
1659928263,0,0,18,2,0,0,0,0,0,0,1
1659928308,0,0,7,2,0,0,0,0,0,0,1
1659928438,0,0,8,2,0,0,0,0,0,0,1
1659928445,0,0,1,2,0,0,0,0,0,0,1
1659928502,0,0,18,2,0,0,0,0,0,0,1
1659928581,0,0,1,2,0,0,0,0,0,0,1
1659928586,0,0,2,23,1,1,205706,438,0,0,1
1659928741,0,0,6,23,0,0,0,0,0,0,1
1659929080,0,0,8966,23,0,0,0,0,0,0,1
1659929529,0,0,8909,7,1,0,259175,398,0,0,1
1659929572,0,0,2,7,0,0,0,0,0,0,1
1659929593,0,0,5,1,1,1,208799,418,0,0,1
1659929930,0,0,16,1,1,1,51107,424,0,0,1
1659929961,0,0,1,4,1,1,67024,1838,0,0,1
1659930095,0,0,55,4,0,0,0,0,0,0,1
1659930294,0,0,18,4,0,0,0,0,0,0,1
1659930479,0,0,8909,4,0,0,0,0,0,0,1
1659930697,0,0,1,38,1,1,205028,550,0,0,1
1659930956,0,0,21,4,1,1,67024,1838,0,0,1
1659931587,0,0,2,4,0,0,0,0,0,0,1
1659931605,0,0,1,6,1,1,205028,550,0,0,1
1659932622,0,0,5,6,0,0,0,0,0,0,1
1660095221,0,0,4,1,1,0,16780,1994,0,0,1
1660096548,0,0,6,1,0,0,0,0,0,0,1
1660096841,0,0,3,1,0,0,0,0,0,0,1
1660096852,0,0,8,1,1,0,250007,4437,0,0,1
1660096882,0,0,2,1,1,1,1034950,640,0,0,1
1660097196,0,0,17,1,0,0,0,0,0,0,1
1660097243,1,0,1,1,0,0,0,0,0,0,1
1660097312,0,0,6,1,1,0,82455,388,0,0,1
1660097564,0,0,1,1,0,0,0,0,0,0,1
1660098011,0,0,2,1,0,0,0,0,0,0,1
1660098079,0,0,6,10,1,1,4349,475,0,0,1
1660098127,0,0,6,10,0,0,0,0,0,0,1
1660098141,0,0,4,10,0,0,0,0,0,0,1
1660098212,0,0,3,3,1,1,54658,377,0,0,1
1660098299,0,0,2,2,1,0,31,1849,0,0,1
1660098387,0,0,3,2,0,0,0,0,0,0,1
1660098444,0,0,5,2,0,0,0,0,0,0,1
1660098479,0,0,2,2,0,0,0,0,0,0,1
1660098616,0,0,6,4,1,0,36323,682,0,0,1
1660098683,0,0,6,1,1,0,1335,5153,0,0,1
1660098705,0,0,1,2,1,0,20205,414,0,0,1
1660098915,0,0,22,1,1,1,70745,477,0,0,1
1660099110,0,0,5,1,1,0,897047,1810,0,0,1
1660099302,0,0,6,2,1,1,70745,477,0,0,1
1660099629,0,0,6,1,1,1,70745,477,0,0,1
1660099768,0,0,1,4,1,1,91612,405,0,0,1
1660099791,0,0,16,1,1,0,136145,461,0,0,1
1660099964,0,0,1,1,0,0,0,0,0,0,1
1660099997,0,0,1,1,0,0,0,0,0,0,1
1660100036,0,0,5,1,1,1,50954,352,0,0,1
1660100050,0,0,8917,1,0,0,0,0,0,0,1
1660100103,0,0,17,1,1,1,1034950,640,0,0,1
1660100112,0,0,1,1,1,0,28463,408,0,0,1
1660100151,0,0,18,1,1,1,184134,465,0,0,1
1660100410,0,0,6,1,0,0,0,0,0,0,1
1660100438,0,0,3,1,1,0,14,46,0,0,1
1660100723,1,0,16,4,1,1,139767,443,0,0,1
1660101058,0,0,3,10,1,1,4349,475,0,0,1
1660101219,0,0,2,10,0,0,0,0,0,0,1
1660101423,0,0,5,14,1,0,1574,583,0,0,1
1660101527,1,0,1,14,0,0,0,0,0,0,1
1660101719,0,0,16,14,0,0,0,0,0,0,1
1660101850,0,0,8916,1,0,0,0,0,0,0,1
1660101972,0,0,16,1,0,0,0,0,0,0,1
1660102050,0,0,8916,2,1,1,14734,307,0,0,1
1660102117,0,0,18,2,0,0,0,0,0,0,1
1660102130,0,0,1,2,0,0,0,0,0,0,1
1660102138,0,0,6,1,1,0,16780,1994,0,0,1
1660102146,0,0,6,1,0,0,0,0,0,0,1
1660102187,0,0,4,1,1,1,635252,2794,0,0,1
1660102203,0,0,5,1,1,0,897090,1810,0,0,1
1660102329,0,0,6,1,0,0,0,0,0,0,1
1660102353,0,0,8,5,1,1,139767,443,0,0,1
1660102532,0,0,1,5,0,0,0,0,0,0,1
1660102753,0,0,1,5,0,0,0,0,0,0,1
1660103334,0,0,1,5,0,0,0,0,0,0,1
1660103420,0,0,8930,1,1,0,897090,1810,0,0,1
1660103503,0,0,3,1,0,0,0,0,0,0,1
1660103538,0,0,6,1,1,1,27956,581,0,0,1
1660103682,0,0,3,1,0,0,0,0,0,0,1
1660103957,0,0,4,2,1,1,14734,307,0,0,1
1660103985,0,0,18,2,0,0,0,0,0,0,1
1660104034,0,0,3,2,0,0,0,0,0,0,1
1660104074,0,0,5,2,0,0,0,0,0,0,1
1660104177,0,0,2,2,0,0,0,0,0,0,1
1660104211,0,0,26,45,1,0,596,4438,0,0,1
1660104223,0,0,19,3,1,0,46274,402,0,0,1
1660104375,0,0,1,3,0,0,0,0,0,0,1
1660104790,0,0,8,2,1,0,137923,540,0,0,1
1660105086,0,0,18,2,0,0,0,0,0,0,1
1660105221,0,0,1,2,1,0,979948,1890,0,0,1
1660105809,0,0,1397,1,1,0,20205,414,0,0,1
1660105845,0,0,16,1,0,0,0,0,0,0,1
1660535549,0,0,1,1,1,0,171854,382,0,0,1
1660535642,0,0,1,1,0,0,0,0,0,0,1
1660535668,0,0,4,1,0,0,0,0,0,0,1
1660535915,0,0,1,1,0,0,0,0,0,0,1
1660536058,0,0,8911,1,1,1,21259,394,0,0,1
1660536325,0,0,28,1,0,0,0,0,0,0,1
1660536332,0,0,8927,1,0,0,0,0,0,0,1
1660536379,0,0,18,1,0,0,0,0,0,0,1
1660536466,0,0,16,1,0,0,0,0,0,0,1
1660537075,0,0,1,1,0,0,0,0,0,0,1
1660537316,0,0,6,2,1,0,88009,281,0,0,1
1660537618,0,0,4,6,0,0,0,0,0,0,1
1660537733,0,0,16,6,0,0,0,0,0,0,1
1660537748,0,0,8,4,1,1,511856,431,0,0,1
1660537772,0,0,6,4,0,0,0,0,0,0,1
1660537776,0,0,6,1,1,1,52544,553,0,0,1
1660537942,0,0,8,1,1,0,66468,382,0,0,1
1660538027,0,0,3,1,0,0,0,0,0,0,1
1660538163,0,0,7,1,0,0,0,0,0,0,1
1660538227,0,0,2,1,1,1,63438,469,0,0,1
1660538360,0,0,1,1,1,0,62908,500,0,0,1
1660538908,0,0,16,1,0,0,0,0,0,0,1
1660539242,0,0,8,1,0,0,0,0,0,0,1
1660539266,0,0,2,1,0,0,0,0,0,0,1
1660539347,0,0,1,1,0,0,0,0,0,0,1
1660539389,0,0,1,2,1,1,38204,388,0,0,1
1660539684,0,0,8918,2,0,0,0,0,0,0,1
1660539685,0,0,1,2,1,1,33067,450,0,0,1
1660539927,0,0,18,3,1,0,852,347,0,0,1
1660539961,0,0,7,3,0,0,0,0,0,0,1
1660540176,0,0,8,3,0,0,0,0,0,0,1
1660540248,0,0,3,3,0,0,0,0,0,0,1
1660540280,0,0,7,3,0,0,0,0,0,0,1
1660540476,0,0,8909,1,1,1,93116,4267,0,0,1
1660540480,0,0,1,4,1,1,511856,431,0,0,1
1660540509,0,0,1,4,0,0,0,0,0,0,1
1660540524,0,0,18,4,0,0,0,0,0,0,1
1660540843,0,0,7,11,1,1,51107,424,0,0,1
1660540948,0,0,11377,1,1,1,83855,381,0,0,1
1660541046,0,0,1,1,0,0,0,0,0,0,1
1660541198,0,0,3,1,0,0,0,0,0,0,1
1660541210,0,0,7,1,0,0,0,0,0,0,1
1660541268,0,0,72,1,0,0,0,0,0,0,1
1660541375,0,0,8920,1,0,0,0,0,0,0,1
1660541387,0,0,2,1,0,0,0,0,0,0,1
1660541429,0,0,1,1,0,0,0,0,0,0,1
1660541558,0,0,8920,1,0,0,0,0,0,0,1
1660541583,0,0,8909,1,0,0,0,0,0,0,1
1660541592,0,0,8920,14,1,1,38573,335,0,0,1
1660541629,0,0,18,14,0,0,0,0,0,0,1
1660541712,0,0,8920,14,0,0,0,0,0,0,1
1660541826,0,0,8909,1,1,1,72766,401,0,0,1
1660541861,0,0,1,1,0,0,0,0,0,0,1
1660541863,0,0,6,1,0,0,0,0,0,0,1
1660541939,0,0,5,1,0,0,0,0,0,0,1
1660541948,0,0,5,1,0,0,0,0,0,0,1
1660541971,0,0,2,2,1,1,72766,401,0,0,1
1660541984,0,0,18,2,0,0,0,0,0,0,1
1660542012,0,0,6,2,0,0,0,0,0,0,1
1660542046,0,0,8,1,0,0,0,0,0,0,1
1660542099,0,0,11,7,1,1,23026,504,0,0,1
1660542202,0,0,8923,1,1,1,25299,463,0,0,1
1660542330,0,0,3,1,0,0,0,0,0,0,1
1660542555,0,0,1,1,0,0,0,0,0,0,1
1660542563,0,0,1,1,1,1,25299,463,0,0,1
1660542589,0,0,17,1,0,0,0,0,0,0,1
1660542621,0,0,8920,1,0,0,0,0,0,0,1
1660542653,0,0,1,1,0,0,0,0,0,0,1
1660542750,0,0,1,1,1,1,24476,628,0,0,1
1660542814,0,0,17,1,1,1,33067,450,0,0,1
1660542816,0,0,8911,1,1,0,38079,446,0,0,1
1660542840,0,0,3,1,0,0,0,0,0,0,1
1660542902,0,0,1,4,1,1,85905,447,0,0,1
1660542966,0,0,1,4,0,0,0,0,0,0,1
1660542982,0,0,17,2,1,1,34628,504,0,0,1
1660543030,0,0,2,2,0,0,0,0,0,0,1
1660543082,0,0,4,1,1,1,72766,401,0,0,1
1660543129,0,0,8909,1,0,0,0,0,0,0,1
1660543247,0,0,5,1,0,0,0,0,0,0,1
1660543268,0,0,18,2,0,0,0,0,0,0,1
1660543283,0,0,16,1,1,1,79552,371,0,0,1
1660543300,0,0,1,1,0,0,0,0,0,0,1
1660543323,0,0,6,1,0,0,0,0,0,0,1
1660543384,0,0,18,1,1,0,1145,4695,0,0,1
1660543409,0,0,1,1,1,0,40082,489,0,0,1
1660543570,0,0,1,1,0,0,0,0,0,0,1
1660543579,0,0,18,1,0,0,0,0,0,0,1
1660543584,0,0,5,1,0,0,0,0,0,0,1
1660543742,0,0,8925,1,0,0,0,0,0,0,1
1660543799,0,0,8909,1,1,1,36836,741,0,0,1
1660543821,0,0,3,13,1,1,207783,450,0,0,1
1660543965,0,0,1,13,0,0,0,0,0,0,1
1660543982,0,0,8,13,0,0,0,0,0,0,1
1660544001,0,0,8909,13,0,0,0,0,0,0,1
1660544080,0,0,2,13,0,0,0,0,0,0,1
1660544115,0,0,8,20,1,1,16324,386,0,0,1
1660544152,0,0,76,13,1,1,207783,450,0,0,1
1660544205,0,0,1,1,1,1,184134,465,0,0,1
1660544221,0,0,26,1,0,0,0,0,0,0,1
1660544230,0,0,26,1,1,1,25299,463,0,0,1
1660544409,0,0,17,1,0,0,0,0,0,0,1
1660544447,0,0,17,1,0,0,0,0,0,0,1
1660544449,0,0,1,1,1,1,58,262,0,0,1
1660544462,0,0,18,1,0,0,0,0,0,0,1
1660544598,0,0,2,1,0,0,0,0,0,0,1
1660544610,0,0,8,1,0,0,0,0,0,0,1
1660544661,0,0,8,2,1,0,493,3478,0,0,1
1660544669,0,0,6,14,1,1,36183,618,0,0,1
1660544681,0,0,2,14,0,0,0,0,0,0,1
1660544682,0,0,6,14,0,0,0,0,0,0,1
1660544797,0,0,8916,1,1,1,72766,401,0,0,1
1660544798,0,0,1,1,0,0,0,0,0,0,1
1660544804,0,0,4,2,1,1,205274,316,0,0,1
1660544918,0,0,8909,1,1,1,25299,463,0,0,1
1660544949,0,0,17,1,0,0,0,0,0,0,1
1660545090,0,0,17,1,0,0,0,0,0,0,1
1660545135,0,0,6,1,0,0,0,0,0,0,1
1660545163,0,0,2,1,0,0,0,0,0,0,1
1660545222,0,0,5,1,1,0,60379,383,0,0,1
1660545614,0,0,18,1,1,0,555084,4353,0,0,1
1660545625,0,0,16,1,0,0,0,0,0,0,1
1660545671,0,0,4,1,0,0,0,0,0,0,1
1660545688,0,0,16,1,0,0,0,0,0,0,1
1660545936,0,0,8920,1,0,0,0,0,0,0,1
1660545969,0,0,6,1,0,0,0,0,0,0,1
1660546034,0,0,2,1,0,0,0,0,0,0,1
1660546066,0,0,1,2,1,1,72766,401,0,0,1
1660546088,0,0,18,2,0,0,0,0,0,0,1
1660546095,0,0,8,1,1,1,208799,418,0,0,1
1660546278,0,0,16,3,1,1,178752,355,0,0,1
1660546538,0,0,6,3,0,0,0,0,0,0,1
1660546755,0,0,5,2,1,1,29870,517,0,0,1
1660546850,0,0,18,2,0,0,0,0,0,0,1
1660546881,0,0,8,2,0,0,0,0,0,0,1
1660546894,0,0,18,2,0,0,0,0,0,0,1
1660546989,0,0,1,1,0,0,0,0,0,0,1
1660547009,0,0,8908,1,0,0,0,0,0,0,1
1660547034,0,0,4,1,1,1,72766,401,0,0,1
1660547142,0,0,8909,1,1,1,178752,355,0,0,1
1660547243,0,0,18,1,0,0,0,0,0,0,1
1660547271,0,0,8909,1,0,0,0,0,0,0,1
1660547316,0,0,8920,1,0,0,0,0,0,0,1
1660547544,0,0,4,1,0,0,0,0,0,0,1
1660547619,0,0,6,1,0,0,0,0,0,0,1
1660547712,0,0,36,1,0,0,0,0,0,0,1
1660547730,0,0,8,2,1,1,51084,416,0,0,1
1660547887,0,0,1,1,1,0,603,354,0,0,1
1660547957,0,0,1,1,0,0,0,0,0,0,1
1660548063,0,0,2,1,0,0,0,0,0,0,1
1660548106,0,0,7,2,1,1,96824,405,0,0,1
1660548185,0,0,19,4,1,1,67024,1838,0,0,1
1660548308,0,0,8910,4,0,0,0,0,0,0,1
1660548504,0,0,23,4,0,0,0,0,0,0,1
1660549182,0,0,6,4,0,0,0,0,0,0,1
1660549225,0,0,1,4,0,0,0,0,0,0,1
1660549307,0,0,8920,4,0,0,0,0,0,0,1
1660549316,0,0,6,4,0,0,0,0,0,0,1
1660549384,0,0,8,4,0,0,0,0,0,0,1
1660549562,0,0,18,4,0,0,0,0,0,0,1
1660549685,0,0,7,2,1,0,17,4917,0,0,1
1660549735,0,0,6,1,1,1,132816,499,0,0,1
1660549745,0,0,16,1,0,0,0,0,0,0,1
1660549803,0,0,1,1,0,0,0,0,0,0,1
1660549854,0,0,5,1,0,0,0,0,0,0,1
1660549894,0,0,8911,1,0,0,0,0,0,0,1
1660549970,0,0,8930,2,1,0,36183,618,0,0,1
1660550395,0,0,1,1,1,1,67155,399,0,0,1
1660550410,0,0,1,1,0,0,0,0,0,0,1
1660550490,0,0,2,1,1,0,37,5397,0,0,1
1660550507,0,0,8923,1,1,0,259175,398,0,0,1
1660550556,0,0,1,1,0,0,0,0,0,0,1
1660550562,0,0,8927,1,1,1,72766,401,0,0,1
1660550623,0,0,8909,2,1,1,24859,461,0,0,1
1660550651,0,0,18,2,0,0,0,0,0,0,1
1660550841,0,0,1,2,1,1,22042,395,0,0,1
1660550965,0,0,16,2,0,0,0,0,0,0,1
1660551102,0,0,2,2,0,0,0,0,0,0,1
1660551151,0,0,3,2,0,0,0,0,0,0,1
1660551387,0,0,1,2,0,0,0,0,0,0,1
1660551429,0,0,8,2,0,0,0,0,0,0,1
1660551750,0,0,23,2,0,0,0,0,0,0,1
1660551885,0,0,8918,4,1,1,4437,2032,0,0,1
1660551905,0,0,18,4,0,0,0,0,0,0,1
3162588014,1,1,5,1,1,1,31760,436,1,1,0
3035820922,1,1,8,1,1,1,73045,491,1,1,0
3872806661,1,1,12580,1,1,1,1494,50,1,1,0
3983801036,1,1,1,1,1,1,32804,490,1,1,0
3350593542,1,1,6,1,1,1,57353,555,1,1,0
3114339245,1,1,7,1,1,1,139784,444,1,1,0
3058534120,1,1,8,1,1,1,139784,444,1,1,0
3649003047,1,1,1,1,1,1,37950,505,1,1,0
